Competitior Name,Country of Origin,Age,Stage,Composer,Piece,Ranking,Cliburn Yr
Yong-Kyu Lee,Korea,24,Semifinal Recital,Mozart,Sonata in E Major K.381,Preliminary,10th
Yong-Kyu Lee,Korea,24,Final Round,Mozart,Piano Concerto No.24 in C Minor K.491,Preliminary,10th
Aleksandar Madžar,Yugoslavia,28,Final Round,Mozart,Piano Concerto No.17 in G Major K.453,Semifinal,10th
Aviram Reichert,Israel,25,Final Concerti,Mozart,Piano Concerto No.20 in D minor K.466,3rd,10th
Fernando Rossano,Italy,29,Semifinal Recital,Mozart,Sonata in D major K.576,Preliminary,10th
Fernando Rossano,Italy,29,Final Concerti,Mozart,Piano Concerto No.21 in C major K.467,Preliminary,10th
Per Rundberg,Sweden,25,Final Concerti,Mozart,Piano Concerto No.11 in F major K.413,Preliminary,10th
Yuan Sheng,China,25,Semifinal Recital,Mozart,Nine Variations in D major on a Minuet of Duport K.573,Preliminary,10th
Yuan Sheng,China,25,Final Concerti,Mozart,Piano Concerto No.9 in E-flat major K.271,Preliminary,10th
Christopher Shih,United States,24,Semifinal Recital,Mozart,Sonata in D major K.311,Preliminary,10th
Ju-Ying Song,United States,27,Preliminary,Mozart,Nine Variations in C major on Lison dormait K.264,Preliminary,10th
Dmitri Teterin,Russia,25,Final Concerti,Mozart,Piano Concerto No.9 in E-flat major K.271,Preliminary,10th
Albert Tiu,Philippines,28,Final Concerti,Mozart,Piano Concerto No.27 in B-flat major K.595,Preliminary,10th
Dimitri Vassilakis,Greece,29,Final Concerti,Mozart,Piano Concerto No.17 in G major K.453,Preliminary,10th
George Vatchnadze,Georgia,29,Final Concerti,Mozart,Piano Concerto No.22 in E-flat major K.482,Preliminary,10th
Yi Wu,Argentina,29,Final Concerti,Mozart,Piano Concerto No.15 in B-flat major K.450,Preliminary,10th
Maurizio Baglini,Italy,26,Final Round,Mozart,Piano Concerto No.25 in C Major K.503,Semifinal,11th
Stefania Cafaro,Italy,29,Final Round,Mozart,Piano Concerto No.23 in A Major K.488,Preliminary,11th
Yunjie Chen,China,20,Preliminary Round,Mozart,Sonata in B-flat Major K.570,Preliminary,11th
Davide Franceschetti,Italy,24,Final Round,Mozart,Piano Concerto No.21 in C Major K.467,Semifinal,11th
Tadashi Imai,Japan,25,Final Round,Mozart,Piano Concerto No.23 in A Major K.488,Preliminary,11th
Stanislav Ioudenitch,Uzbekistan,29,Final Round,Mozart,Piano Concerto No.21 in C Major K.467,1st,11th
Paavali Jumppanen,Finland,26,Final Round,Mozart,Piano Concerto No.25 in C Major K.503,Preliminary,11th
Olga Kern,Russia,26,Final Round,Mozart,Piano Concerto No.27 in B-flat Major K.595,1st,11th
Sergey Koudriakov,Russia,23,Final Round,Mozart,Piano Concerto No.21 in C Major K.467,Semifinal,11th
Albert Mamriev,Israel,26,Final Round,Mozart,Piano Concerto No.20 in D Minor K.466,Preliminary,11th
Oxana Mikhailoff,Russia,29,Semifinal Recital,Mozart,Sonata in C Major K.330,Preliminary,11th
Oxana Mikhailoff,Russia,29,Final Round,Mozart,Piano Concerto No.23 in A Major K.488,Preliminary,11th
Masaru Okada,Japan,26,Final Round,Mozart,Piano Concerto No.20 in D Minor K.466,Semifinal,11th
Jong Hwa Park,Korea,26,Final Round,Mozart,Piano Concerto No.24 in C Minor K.491,Preliminary,11th
Jong-Gyung Park,Korea,25,Final Round,Mozart,Piano Concerto No.20 in D Minor K.466,Preliminary,11th
Antonio Pompa-Baldi,Italy,26,Preliminary Round,Mozart,Sonata in F Major K.332,2nd,11th
Antonio Pompa-Baldi,Italy,26,Final Round,Mozart,Piano Concerto No.23 in A Major K.488,2nd,11th
Maxim Philippov,Russia,29,Final Round,Mozart,Piano Concerto No.21 in C Major K.467,2nd,11th
Andrew Russo,United States,25,Final Round,Mozart,Piano Concerto No.25 in C Major K.503,Preliminary,11th
Elizabeth Schumann,United States,19,Final Round,Mozart,Piano Concerto No.25 in C Major K.503,Preliminary,11th
Roger Wright,United States,27,Final Round,Mozart,Piano Concerto No.20 in D Minor K.466,Preliminary,11th
Giuseppe Andaloro,Italy,23,Final Recital,Mozart,Sonata in C Major K.330,Preliminary,11th
Stephen Beus,United States,23,Semifinal Recital,Mozart,Nine Variations on a Minuet by Duport K.573,Preliminary,11th
Stephen Beus,United States,23,Final Concerti,Mozart,Piano Concerto No.23 in A Major K.488,Preliminary,11th
Marina Kolomiytseva,Russia,25,Preliminary Recital,Mozart,Sonata in G Major K.283,Preliminary,11th
Alexey Koltakov,Australia,26,Final Concert,Mozart,Piano Concerto No.23 in A Major K.488,Preliminary,11th
Lilian Akopova,Ukraine,21,Final Recital,Mozart,Sonata in C Major K.545,Preliminary,11th
Gabriela Martinez,Venezuela,21,Semifinal,Mozart,Sonata in D major K.311,Semifinal,12th
Alexandre Moutouzkine,Russia,24,Preliminary,Mozart,Nine Variations on a Minuet by Duport K.573,Preliminary,12th
Esther Park,United States,20,Semifinal,Mozart,Rondo in A minor K.511,Preliminary,12th
Daria Rabotkina,Russia,24,Final Concerti,Mozart,Piano Concerto No.24 in C minor K.491,Preliminary,12th
Elizabeth Joy Roe,United States,23,Final Recital,Mozart,Fantasy in C minor K.475,Preliminary,12th
Rui Shi,China,21,Semifinal,Mozart,Sonata in F major K.332,Preliminary,12th
Rem Urasin,Russia,29,Semifinal,Mozart,Sonata in D major K.576,Preliminary,12th
Jie Chen,China,19,Preliminary Recital,Mozart,Twelve Variations on a Minuet of J.C. Fischer K.179,Semifinal,12th
Jie Chen,China,19,Final Concert,Mozart,Piano Concerto No.23 in A Major K.488,Semifinal,12th
Alexander Kobrin,Russia,25,Final Concert,Mozart,Piano Concerto No.20 in D Minor K.466,1st,12th
Evgeni Bozhanov,Bulgaria,25,Preliminary Recital,Mozart,Sonata in D Major K.311,Finalist,13th
Naomi Kudo,United States/Japan,22,Final Concerti,Mozart,Piano Concerto No.20 in D Minor K.466,Preliminary,13th
Natacha Kudritskaya,Ukraine,25,Final Concerti,Mozart,Piano Concerto No.20 in D Minor K.466,Preliminary,13th
Andrea Lam,Australia,27,Final Concerti,Mozart,Piano Concerto No.27 in B-flat Major K.595,Semifinal,13th
Ang Li,Canada,24,Final Recital,Mozart,Fantasy in C Minor K.475,Preliminary,13th
Michail Lifits,Germany,26,Preliminary Recital,Mozart,Sonata in D Major K.311,Semifinal,13th
Mayumi Sakamoto,Japan,26,Semifinal Recital,Mozart,Sonata in F Major K.332,Preliminary,13th
Feng Zhang,China,23,Final Concerti,Mozart,Piano Concerto No.20 in D Minor K.466,Preliminary,13th
Haochen Zhang,China,19,Final Concerti,Mozart,Piano Concerto No.20 in D Minor K.466,1st,13th
Nikita Abrosimov,Russia,24,Preliminary Recital 1,Mozart,Fantasia in C Minor K.396,Semifinal,14th
Nikita Abrosimov,Russia,24,Final Concerti,Mozart,Piano Concerto No.27 in B-flat Major K.595,Semifinal,14th
Sara Daneshpour,United States,26,Final Concerti,Mozart,Piano Concerto No.20 in D Minor K.466,Preliminary,14th
Alessandro Deljavan,Italy,26,Preliminary Recital 2,Mozart,"Variations on Gluck's ""Unser dummer Pöbel meint "" K.455",Semifinal,14th
Alessandro Deljavan,Italy,26,Final Concerti,Mozart,Piano Concerto No.22 in E-flat Major K.482,Semifinal,14th
Fei-Fei Dong,China,22,Semifinal Recital,Mozart,Sonata in D Major K.576,Finalist,14th
François Dumont,France,27,Preliminary Recital 1,Mozart,Sonata in A Minor K.310,Preliminary,14th
Lindsay Garritson,United States,25,Preliminary Recital 2,Mozart,Sonata in B-flat Major K.333,Preliminary,14th
Giuseppe Greco,Italy,23,Final Concerti,Mozart,Piano Concerto No.20 in D Minor K.466,Preliminary,14th
Ruoyu Huang,China,24,Final Concerti,Mozart,Piano Concerto No.21 in C Major K.467,Preliminary,14th
Vadym Kholodenko,Ukraine,26,Final Concerti,Mozart,Piano Concerto No.21 in C Major K.467,1st,14th
Nikolay Khozyainov,Russia,20,Final Concerti,Mozart,Piano Concerto No.22 in E-flat Major K.482,Semifinal,14th
Marcin Koziak,Poland,24,Final Concerti,Mozart,Piano Concerto No.20 in D Minor K.466,Preliminary,14th
Kuan-Ting Lin,Taiwan,21,Final Concerti,Mozart,Piano Concerto No.20 in D Minor K.466,Preliminary,14th
Nikita Mndoyants,Russia,24,Final Concerti,Mozart,Piano Concerto No.20 in D Minor K.466,Finalist,14th
Tomoki Sakata,Japan,19,Preliminary Recital 2,Mozart,Nine Variations on a Minuet by Duport K.573,Finalist,14th
Tomoki Sakata,Japan,19,Final Concerti,Mozart,Piano Concerto No.20 in D Minor K.466,Finalist,14th
Eric Zuber,United States,28,Preliminary Recital 1,Mozart,Rondo in A Minor K.511,Preliminary,14th
Martin James Bartlett,United Kingdom,20,Semifinal Concerto,Mozart,Piano Concerto No.24 in C Minor K.491,Preliminary,15th
Sergey Belyavskiy,Russia,23,Semifinal Concerto,Mozart,Piano Concerto No.23 in A Major K.488,Preliminary,15th
Alina Bercu,Romania,27,Semifinal Concerto,Mozart,Piano Concerto No.9 in E-flat Major K.271,Preliminary,15th
Kenneth Broberg,United States,23,Semifinal Concerto,Mozart,Piano Concerto No.25 in C Major K.503,2nd,15th
Luigi Carroccia,Italy,25,Semifinal Concerto,Mozart,Piano Concerto No.23 in A Major K.488,Preliminary,15th
Han Chen,Taiwan,25,Semifinal Concerto,Mozart,Piano Concerto No.21 in C Major K.467,Semifinal,15th
Rachel Cheung,Hong Kong,25,Semifinal Concerto,Mozart,Piano Concerto No.20 in D Minor K.466,Finalist,15th
Madoka Fukami,Japan,28,Semifinal Concerto,Mozart,Piano Concerto No.21 in C Major K.467,Preliminary,15th
Caterina Grewe,Germany,29,Semifinal Concerto,Mozart,Piano Concerto No.20 in D Minor K.466,Preliminary,15th
Daniel Hsu,United States,19,Semifinal Concerto,Mozart,Piano Concerto No.21 in C Major K.467,3rd,15th
Alyosha Jurinic,Croatia,28,Semifinal Concerto,Mozart,Piano Concerto No.23 in A Major K.488,Preliminary,15th
Nikolay Khozyainov,Russia,24,Semifinal Concerto,Mozart,Piano Concerto No.21 in C Major K.467,Preliminary,15th
Dasol Kim,South Korea,28,Semifinal Concerto,Mozart,Piano Concerto No.20 in D Minor K.466,Semifinal,15th
Honggi Kim,South Korea,25,Semifinal Concerto,Mozart,Piano Concerto No.23 in A Major K.488,Semifinal,15th
Su Yeon Kim,South Korea,23,Semifinal Concerto,Mozart,Piano Concerto No.20 in D Minor K.466,Preliminary,15th
Julia Kociuban,Poland,25,Semifinal Recital,Mozart,Sonata in F Major K.332,Preliminary,15th
Julia Kociuban,Poland,25,Semifinal Concerto,Mozart,Piano Concerto No.23 in A Major K.488,Preliminary,15th
Rachel Kudo,United States,30,Semifinal Recital,Mozart,Sonata in D Major K.576,Preliminary,15th
Rachel Kudo,United States,30,Semifinal Concerto,Mozart,Piano Concerto No.21 in C Major K.467,Preliminary,15th
EunAe Lee,South Korea,29,Semifinal Concerto,Mozart,Piano Concerto No.21 in C Major K.467,Preliminary,15th
Ilya Maximov,Russia,30,Semifinal Concerto,Mozart,Piano Concerto No.21 in C Major K.467,Preliminary,15th
Sun-A Park,United States,29,Quarterfinal Recital,Mozart,Sonata in F Major K.280,Preliminary,15th
Sun-A Park,United States,29,Semifinal Concerto,Mozart,Piano Concerto No.9 in E-flat Major K.271,Preliminary,15th
Leonardo Pierdomenico,Italy,24,Semifinal Concerto,Mozart,Piano Concerto No.20 in D Minor K.466,Semifinal,15th
Philipp Scheucher,Austria,24,Quarterfinal Recital,Mozart,Sonata in A Major K.331,Preliminary,15th
Philipp Scheucher,Austria,24,Semifinal Concerto,Mozart,Piano Concerto No.20 in D Minor K.466,Preliminary,15th
Ilya Shmukler,Russia,22,Semifinal Concerto,Mozart,Piano Concerto No.21 in C Major K.467,Preliminary,15th
Yutong Sun,China,21,Semifinal Concerto,Mozart,Piano Concerto No.20 in D Minor K.466,Semifinal,15th
Yekwon Sunwoo,South Korea,28,Semifinal Concerto,Mozart,Piano Concerto No.21 in C Major K.467,1st,15th
Georgy Tchaidze,Russia,29,Semifinal Concerto,Mozart,Piano Concerto No.20 in D Minor K.466,Finalist,15th
Tristan Teo,Canada,20,Semifinal Concerto,Mozart,Piano Concerto No.20 in D Minor K.466,Preliminary,15th
Tony Yike Yang,Canada,18,Semifinal Concerto,Mozart,Piano Concerto No.20 in D Minor K.466,Semifinal,15th
Nikita Abrosimov,Russia,28,Semifinal Concerto,Mozart,Piano Concerto No.27 in B-flat Major K.595,Preliminary,15th
Tianxu An,China,23,Semifinal Round,Mozart,Piano Concerto No.21 in C Major K.467,Preliminary,16th
Ilya Shmukler,Russia,27,Semifinal Round,Mozart,Piano Concerto No.20 in D Minor K.466,Finalist,16th
Ziyu Liu,China,24,Semifinal Round,Mozart,Piano Concerto No.23 in A Major K.488,Preliminary,16th
Marcel Tadokoro,France/Japan,28,Semifinal Round,Mozart,Piano Concerto No.27 in B-flat Major K.595,Semifinal,16th
Jinhyung Park,South Korea,26,Semifinal Round,Mozart,Piano Concerto No.20 in D Minor K.466,Semifinal,16th
Georgijs Osokins,Latvia,27,Semifinal Round,Mozart,Sonata in D Major K.311,Preliminary,16th
Georgijs Osokins,Latvia,27,Semifinal Round,Mozart,Piano Concerto No.25 in C Major K.503,Preliminary,16th
Kate Liu,United States,28,Semifinal Round,Mozart,Piano Concerto No.20 in D Minor K.466,Quarterfinal,16th
Elizaveta Kliuchereva,Russia,23,Semifinal Round,Mozart,Piano Concerto No.21 in C Major K.467,Preliminary,16th
Yutong Sun,China,26,Semifinal Round,Mozart,Piano Concerto No.20 in D Minor K.466,Semifinal,16th
Uladzislau Khandohi,Belarus,20,Semifinal Round,Mozart,Piano Concerto No.9 in E-flat Major K.271,Finalist,16th
Jonathan Mak,Canada,25,Semifinal Round,Mozart,Piano Concerto No.23 in A Major K.488,Preliminary,16th
Denis Linnik,Belarus,26,Semifinal Round,Mozart,Piano Concerto No.27 in B-flat Major K.595,Quarterfinal,16th
Albert Cano Smit,Spain/Netherlands,25,Semifinal Round,Mozart,Piano Concerto No.24 in C Minor K.491,Quarterfinal,16th
Sergey Tanin,Russia,26,Quarterfinal Round,Mozart,Fantasia in C Minor K.396,Preliminary,16th
Sergey Tanin,Russia,26,Semifinal Round,Mozart,Piano Concerto No.20 in D Minor K.466,Preliminary,16th
Vitaly Starikov,Russia,27,Semifinal Round,Mozart,Piano Concerto No.23 in A Major K.488,Preliminary,16th
Masaya Kamei,Japan,20,Semifinal Round,Mozart,Piano Concerto No.19 in F Major K.459,Semifinal,16th
Federico Gad Crema,Italy,23,Semifinal Round,Mozart,Piano Concerto No.23 in A Major K.488,Quarterfinal,16th
Honggi Kim,South Korea,30,Semifinal Round,Mozart,Piano Concerto No.20 in D Minor K.466,Semifinal,16th
Changyong Shin,South Korea,28,Semifinal Round,Mozart,Piano Concerto No.20 in D Minor K.466,Semifinal,16th
Francesco Granata,Italy,23,Semifinal Round,Mozart,Piano Concerto No.22 in E-flat Major K.482,Preliminary,16th
Andrew Li,United States,22,Semifinal Round,Mozart,Piano Concerto No.20 in D Minor K.466,Quarterfinal,16th
Yangrui Cai,China,21,Semifinal Round,Mozart,Piano Concerto No.25 in C Major K.503,Preliminary,16th
Arseniy Gusev,Russia,23,Semifinal Round,Mozart,Piano Concerto No.24 in C Minor K.491,Preliminary,16th
Shuan Hern Lee,Australia,19,Semifinal Round,Mozart,Piano Concerto No.20 in D Minor K.466,Preliminary,16th
DMYTRO CHONI,UKRAINE,28,Semifinal Concerto,Mozart,Piano Concerto No.20 in D Minor K.466,3rd,16th
Yunchan Lim,South Korea,18,Preliminary Round,Mozart,Sonata No.9 in D Major K.311,1st,16th
Yunchan Lim,South Korea,18,Semifinal Concerto,Mozart,Piano Concerto No.22 in E-flat Major K.482,1st,16th
Anna Geniushene,Russia,31,Semifinal Concerto,Mozart,Piano Concerto No.25 in C Major K.503,2nd,16th
Clayton Stephenson,United States,23,Semifinal Concerto,Mozart,Piano Concerto No.21 in C Major K.467,Finalist,16th
William Wolfram,United States,29,Preliminary Phase 2,Mozart,Sonata in E-flat major K.282,Preliminary,7th
Patti Wolf,United States,19,Preliminary Phase 2,Mozart,Sonata in C minor K.457,Preliminary,7th
Hans-Christian Wille,West Germany,27,Preliminary Phase 2,Mozart,Sonata in C major K.330,6th,7th
Andrew Wilde,United Kingdom,20,Preliminary Phase 2,Mozart,Sonata in A minor K.310,Semifinal,7th
Andrew Wilde,United Kingdom,20,Finals,Mozart,Piano Concerto No.25 in C Major K.503,Semifinal,7th
David Allen Wehr,United States,27,Preliminary Phase 2,Mozart,Sonata in C minor K.457,Preliminary,7th
Sharon Joy Vogan,New Zealand,25,Preliminary Phase 2,Mozart,Sonata in F major K.332,Preliminary,7th
Sharon Joy Vogan,New Zealand,25,Finals,Mozart,Piano Concerto no.24 in C minor K.491,Preliminary,7th
Emma Takhmizian,Bulgaria,27,Preliminary Phase 2,Mozart,Sonata in B-flat major K.570,4th,7th
Emma Takhmizian,Bulgaria,27,Finals,Mozart,Piano Concerto no.24 in C minor K.491,4th,7th
Eun Soo Son,Korea,21,Preliminary Phase 2,Mozart,Sonata in D major K.576,Preliminary,7th
Eun Soo Son,Korea,21,Finals,Mozart,Piano Concerto no.20 in D minor K.466,Preliminary,7th
Kathryn Selby,Australia,22,Preliminary Phase 2,Mozart,Sonata in E-flat major K.282,Semifinal,7th
Kathryn Selby,Australia,22,Finals,Mozart,Piano Concerto no.24 in C minor K.491,Semifinal,7th
Susan Savage,United States,29,Preliminary Phase 2,Mozart,Sonata in F major K.332,Preliminary,7th
Susan Savage,United States,29,Finals,Mozart,Piano Concerto no.20 in D minor K.466,Preliminary,7th
Ilan Rechtman,Israel,22,Preliminary Phase 2,Mozart,Sonata in D major K.576,Preliminary,7th
Ilan Rechtman,Israel,22,Recital Program,Mozart,Rondo in A minor K.511,Preliminary,7th
Ilan Rechtman,Israel,22,Finals,Mozart,Piano Concerto no.20 in D minor K.466,Preliminary,7th
Thomas Otten,United States,24,Preliminary Phase 2,Mozart,Sonata in E-flat major K.282,Preliminary,7th
Károly Mocsári,Hungary,22,Preliminary Phase 2,Mozart,Sonata in A minor K.310,5th,7th
Károly Mocsári,Hungary,22,Finals,Mozart,Piano Concerto no.20 in D minor K.466,5th,7th
Yuki Matsuzawa,Japan,26,Preliminary Phase 2,Mozart,Sonata in B-flat major K.333,Preliminary,7th
Paul Maillet,United States,27,Preliminary Phase 2,Mozart,Sonata in B-flat major K.570,Preliminary,7th
Paul Maillet,United States,27,Recital Program,Mozart,Rondo in D major K.485,Preliminary,7th
Paul Maillet,United States,27,Finals,Mozart,Piano Concerto No.25 in C Major K.503,Preliminary,7th
Norman Krieger,United States,28,Preliminary Phase 2,Mozart,Sonata in C major K.330,Semifinal,7th
Norman Krieger,United States,28,Finals,Mozart,Piano Concerto no.24 in C minor K.491,Semifinal,7th
Youngho Kim,Korea,28,Preliminary Phase 2,Mozart,Sonata in F major K.332,Preliminary,7th
Youngho Kim,Korea,28,Finals,Mozart,Piano Concerto no.20 in D minor K.466,Preliminary,7th
Ingrid Jacoby,United States,26,Preliminary Phase 2,Mozart,Sonata in B-flat major K.333,Preliminary,7th
Diane Hidy,United States,26,Preliminary Phase 2,Mozart,Sonata in D major K.576,Preliminary,7th
Diane Hidy,United States,26,Finals,Mozart,Piano Concerto No.25 in C Major K.503,Preliminary,7th
Eduardus Halim,Indonesia,23,Preliminary Phase 2,Mozart,Sonata in B-flat major K.570,Preliminary,7th
Eduardus Halim,Indonesia,23,Finals,Mozart,Piano Concerto no.24 in C minor K.491,Preliminary,7th
JosE Feghali,Brazil,24,Preliminary Phase 2,Mozart,Sonata in D major K.311,1st,7th
JosE Feghali,Brazil,24,Finals,Mozart,Piano Concerto no.24 in C minor K.491,1st,7th
Thomas Duis,West Germany,26,Preliminary Phase 2,Mozart,Sonata in D major K.576,Preliminary,7th
Thomas Duis,West Germany,26,Finals,Mozart,Piano Concerto no.20 in D minor K.466,Preliminary,7th
Barry Douglas,United Kingdom,25,Preliminary Phase 2,Mozart,Sonata in C major K.330,3rd,7th
Lora Dimitrova,Bulgaria,22,Preliminary Phase 2,Mozart,Sonata in D major K.311,Preliminary,7th
Lora Dimitrova,Bulgaria,22,Finals,Mozart,Piano Concerto no.24 in C minor K.491,Preliminary,7th
Rian de Waal,Netherlands,26,Preliminary Phase 2,Mozart,Sonata in E-flat major K.282,Semifinal,7th
Rian de Waal,Netherlands,26,Finals,Mozart,Piano Concerto no.24 in C minor K.491,Semifinal,7th
Sergio de los Cobos,Spain,28,Preliminary Phase 2,Mozart,Sonata in F major K.280,Preliminary,7th
Marie-Noëlle Damien,Belgium,23,Preliminary Phase 2,Mozart,Sonata in E-flat major K.282,Preliminary,7th
Marie-Noëlle Damien,Belgium,23,Finals,Mozart,Piano Concerto no.24 in C minor K.491,Preliminary,7th
Chia Chou,Canada,25,Preliminary Phase 2,Mozart,Sonata in D major K.311,Semifinal,7th
Chia Chou,Canada,25,Finals,Mozart,Piano Concerto no.24 in C minor K.491,Semifinal,7th
Hung-Kuan Chen,United States,27,Preliminary Phase 2,Mozart,Sonata in C minor K.457,Semifinal,7th
Hung-Kuan Chen,United States,27,Finals,Mozart,Piano Concerto no.20 in D minor K.466,Semifinal,7th
David Buechner,United States,25,Preliminary Phase 2,Mozart,Sonata in F major K.533/494,Preliminary,7th
