"Competitor Name","Country","Age","Stage","Composer","Associated Piece"
"Blanca Uribe","Colombia","26","Preliminary","Chopin","Nocturne, Opus 55, No. 2"
"Blanca Uribe","Colombia","26","Preliminary","Debussy","Etude Après Czerny"
"Blanca Uribe","Colombia","26","Preliminary","Albeniz","El Puerto from ""Iberia"""
"Blanca Uribe","Colombia","26","Preliminary","Aaron Copland","Sonata (1941)"
"Blanca Uribe","Colombia","26","Preliminary","Willard Straight","Structure for Piano"
"Blanca Uribe","Colombia","26","Semi-Final","Schumann","Quintette"
"Blanca Uribe","Colombia","26","Semi-Final","Scarlatti","Sonatas — B flat Major"
"Blanca Uribe","Colombia","26","Semi-Final","Scarlatti","Sonatas — d minor"
"Blanca Uribe","Colombia","26","Semi-Final","Peter Mennin","Canto and Toccata"
"Blanca Uribe","Colombia","26","Semi-Final","Schumann","Fantasy, Opus 17"
"Blanca Uribe","Colombia","26","Final","Prokofieff","Concerto No.2, first movement"
"Blanca Uribe","Colombia","26","Final","Schumann","Concerto, a minor, third movement"
"Blanca Uribe","Colombia","26","Final","Beethoven","Concerto No.1"
"Flavio Varani","Brazil","24","Preliminary","Chopin","Twenty-four Preludes"
"Flavio Varani","Brazil","24","Preliminary","Bach","Prelude and Fugue, Bk. 1, No. 4"
"Flavio Varani","Brazil","24","Preliminary","Beethoven","Sonata, Opus 57"
"Flavio Varani","Brazil","24","Preliminary","Chopin","Mazurka, Opus 59, No. 1"
"Flavio Varani","Brazil","24","Preliminary","Chopin","Etude, Opus 10, No. 4"
"Flavio Varani","Brazil","24","Preliminary","Chopin","Nocturne, Opus 48, No. 2"
"Flavio Varani","Brazil","24","Preliminary","Debussy","Etude ""Pour les Notes Répétées"""
"Flavio Varani","Brazil","24","Preliminary","Albeniz","Triana from ""Iberia"""
"Flavio Varani","Brazil","24","Preliminary","Aaron Copland","Sonata (1941)"
"Flavio Varani","Brazil","24","Preliminary","Willard Straight","Structure for Piano"
"Flavio Varani","Brazil","24","Semi-Final","Franck","Quintette"
"Flavio Varani","Brazil","24","Semi-Final","Scarlatti","Sonatas — K.426"
"Flavio Varani","Brazil","24","Semi-Final","Scarlatti","Sonatas — K.427"
"Flavio Varani","Brazil","24","Semi-Final","Barber","Sonata (1926), fourth movement"
"Flavio Varani","Brazil","24","Semi-Final","Schumann","Carnaval, Opus.9"
"Flavio Varani","Brazil","24","Final","Prokofieff","Concerto No.2, first movement"
"Flavio Varani","Brazil","24","Final","Schumann","Concerto, a minor, third movement"
"Flavio Varani","Brazil","24","Final","Beethoven","Concerto No.5"
"Judyth Walker","United States","19","Preliminary","Kabalevsky","Sonata, No. 3, F Major"
"Judyth Walker","United States","19","Preliminary","Bach","Prelude and Fugue, Bk. I, No. 4"
"Judyth Walker","United States","19","Preliminary","Beethoven","Sonata, Opus 57"
"Judyth Walker","United States","19","Preliminary","Chopin","Mazurka, Opus 59, No. 1"
"Judyth Walker","United States","19","Preliminary","Chopin","Etude, Opus 10, No. 4"
"Judyth Walker","United States","19","Preliminary","Chopin","Nocturne, Opus 48, No. 1"
"Judyth Walker","United States","19","Preliminary","Rachmaninoff","Etude, Opus 39, No. 3"
"Judyth Walker","United States","19","Preliminary","Albeniz","El Puerto from ""Iberia"""
"Judyth Walker","United States","19","Preliminary","Aaron Copland","Sonata (1941)"
"Judyth Walker","United States","19","Preliminary","Willard Straight","Structure for Piano"
"Judyth Walker","United States","19","Semi-Final","Schumann","Quintette"
"Judyth Walker","United States","19","Semi-Final","Scarlatti","Sonatas — Longo 15"
"Judyth Walker","United States","19","Semi-Final","Scarlatti","Sonatas — Longo 47"
"Judyth Walker","United States","19","Semi-Final","Roy Harris","American Ballade"
"Judyth Walker","United States","19","Semi-Final","Chopin","Ballade, No.4, f minor"
"Judyth Walker","United States","19","Final","Prokofieff","Concerto No.2, first movement"
"Judyth Walker","United States","19","Final","Schumann","Concerto, a minor, first movement"
"Judyth Walker","United States","19","Final","Beethoven","Concerto No.1"
"David Everette Wyche, Jr.","United States","20","Preliminary","Franck","Prelude, Chorale and Fugue"
"David Everette Wyche, Jr.","United States","20","Preliminary","Bach","Prelude and Fugue, Bk. 1, No. 4"
"David Everette Wyche, Jr.","United States","20","Preliminary","Beethoven","Sonata, Opus 31, No. 2"
"David Everette Wyche, Jr.","United States","20","Preliminary","Chopin","Mazurka, Opus 59, No. 1"
"David Everette Wyche, Jr.","United States","20","Preliminary","Chopin","Etude, Opus 10, No. 4"
"David Everette Wyche, Jr.","United States","20","Preliminary","Chopin","Nocturne, Opus 48, No. 1"
"David Everette Wyche, Jr.","United States","20","Preliminary","Scriabin","Etude, Opus 42"
"David Everette Wyche, Jr.","United States","20","Preliminary","Albeniz","Evocation from ""Iberia"""
"David Everette Wyche, Jr.","United States","20","Preliminary","Aaron Copland","Sonata (1941)"
"David Everette Wyche, Jr.","United States","20","Preliminary","Willard Straight","Structure for Piano"
"David Everette Wyche, Jr.","United States","20","Semi-Final","Franck","Quintette"
"David Everette Wyche, Jr.","United States","20","Semi-Final","Scarlatti","Sonatas – K.158 & K.159"
"David Everette Wyche, Jr.","United States","20","Semi-Final","Copland","Passacaglia"
"David Everette Wyche, Jr.","United States","20","Semi-Final","Schumann","Carnaval, Opus 9"
"David Everette Wyche, Jr.","United States","20","Final Concerti","Prokofieff","Concerto No.2, first movement"
"David Everette Wyche, Jr.","United States","20","Final Concerti","MacDowell","Concerto in d minor, first movement"
"David Everette Wyche, Jr.","United States","20","Final Concerti","Schumann","Concerto in a minor, third movement"
"Yuko Yamaguchi","Japan","23","Preliminary","Prokofieff","Sonata, Opus 83, No. 7"
"Yuko Yamaguchi","Japan","23","Preliminary","Bach","Prelude and Fugue, Bk. 1, No. 4"
"Yuko Yamaguchi","Japan","23","Preliminary","Beethoven","Sonata, Opus 53 ""Waldstein"""
"Yuko Yamaguchi","Japan","23","Preliminary","Chopin","Mazurka, Opus 59, No. 1"
"Yuko Yamaguchi","Japan","23","Preliminary","Chopin","Etude, Opus 10, No. 4"
"Yuko Yamaguchi","Japan","23","Preliminary","Chopin","Nocturne, Opus 48, No. 1"
"Yuko Yamaguchi","Japan","23","Preliminary","Liszt-Paganini","Etude in E flat Major"
"Yuko Yamaguchi","Japan","23","Preliminary","Albeniz","El Albaicin from ""Iberia"""
"Yuko Yamaguchi","Japan","23","Preliminary","Aaron Copland","Sonata (1941)"
"Yuko Yamaguchi","Japan","23","Preliminary","Willard Straight","Structure for Piano"
"Yuko Yamaguchi","Japan","23","Semi-Final","Franck","Quintette"
"Yuko Yamaguchi","Japan","23","Semi-Final","Scarlatti","Sonatas – Longo 429 & Longo 433"
"Yuko Yamaguchi","Japan","23","Semi-Final","Barber","Sonata (1926), fourth movement"
"Yuko Yamaguchi","Japan","23","Semi-Final","Schumann","Symphonic Etudes"
"Yuko Yamaguchi","Japan","23","Final","Prokofieff","Concerto No.2, first movement"
"Yuko Yamaguchi","Japan","23","Final","Schumann","Concerto in a minor, third movement"
"Yuko Yamaguchi","Japan","23","Final","Beethoven","Concerto No.1"
"Jean Parker Younce","United States","22","Preliminary","Brahms","Rhapsody, Opus 119, No. 4"
"Jean Parker Younce","United States","22","Preliminary","Bach","Prelude and Fugue, Bk. 1, No. 4"
"Jean Parker Younce","United States","22","Preliminary","Beethoven","Sonata, Opus 57"
"Jean Parker Younce","United States","22","Preliminary","Chopin","Mazurka, Opus 59, No. 1"
"Jean Parker Younce","United States","22","Preliminary","Chopin","Etude, Opus 10, No. 4"
"Jean Parker Younce","United States","22","Preliminary","Chopin","Nocturne, Opus 37, No. 2"
"Jean Parker Younce","United States","22","Preliminary","Debussy","Etude, Pour les Sixtes"
"Jean Parker Younce","United States","22","Preliminary","Albeniz","Evocation from ""Iberia"""
"Jean Parker Younce","United States","22","Preliminary","Aaron Copland","Sonata (1941)"
"Jean Parker Younce","United States","22","Preliminary","Willard Straight","Structure for Piano"
"Jean Parker Younce","United States","22","Semi-Final","Schumann","Quintette"
"Jean Parker Younce","United States","22","Semi-Final","Scarlatti","Sonatas — Longo 345 & Longo 14"
"Jean Parker Younce","United States","22","Semi-Final","Barber","Sonata (1926), second movement"
"Jean Parker Younce","United States","22","Semi-Final","Schumann","Carnaval, Opus 9"
"Jean Parker Younce","United States","22","Final","Prokofieff","Concerto No.2, first movement"
"Jean Parker Younce","United States","22","Final","Schumann","Concerto in a minor, third movement"
"Jean Parker Younce","United States","22","Final","MacDowell","Concerto in d minor, first movement"
"Nikita Abrosimov","Russia","24","Preliminary Recital 1","Mozart","Fantasia in C Minor, K. 396"
"Nikita Abrosimov","Russia","24","Preliminary Recital 1","Brahms","Sonata No. 1 in C Major, Op. 1"
"Nikita Abrosimov","Russia","24","Preliminary Recital 2","Rachmaninov","Prelude in D Minor, Op. 23, No. 3"
"Nikita Abrosimov","Russia","24","Preliminary Recital 2","Rachmaninov","Prelude in D Major, Op. 23, No. 4"
"Nikita Abrosimov","Russia","24","Preliminary Recital 2","Rachmaninov","Prelude in C Minor, Op. 23, No. 7"
"Nikita Abrosimov","Russia","24","Preliminary Recital 2","Prokofiev","Sonata No. 8 in B-flat Major, Op. 84"
"Nikita Abrosimov","Russia","24","Semifinal Recital","Rachmaninov","Variations on a Theme of Corelli, Op. 42"
"Nikita Abrosimov","Russia","24","Semifinal Recital","Theofanidis","Birichino"
"Nikita Abrosimov","Russia","24","Semifinal Recital","Scriabin","Vers la flamme, Op. 72"
"Nikita Abrosimov","Russia","24","Semifinal Recital","Stravinsky","Trois mouvements de Pétrouchka"
"Nikita Abrosimov","Russia","24","Semifinal Chamber","Dvořák","Piano Quintet in A Major, Op. 81"
"Nikita Abrosimov","Russia","24","Final Concerti","Mozart","Piano Concerto No. 27 in B-flat Major, K.595"
"Nikita Abrosimov","Russia","24","Final Concerti","Prokofiev","Piano Concerto No.2 in G Minor, Op.16"
"Luca Buratto","Italy","20","Preliminary Recital 1","Haydn","Sonata in C Major, Hob. XVI:50"
"Luca Buratto","Italy","20","Preliminary Recital 1","Schumann","Fantasy in C Major, Op. 17"
"Luca Buratto","Italy","20","Preliminary Recital 2","Bach","Toccata in C Minor, BWV 911"
"Luca Buratto","Italy","20","Preliminary Recital 2","Schumann","Novelette in D Major, Op. 21, No. 2"
"Luca Buratto","Italy","20","Preliminary Recital 2","Schumann","Novelette in F-sharp Minor, Op. 21, No. 8"
"Luca Buratto","Italy","20","Preliminary Recital 2","Bartók","Sonata (1926)"
"Luca Buratto","Italy","20","Semifinal Recital","Brahms","Variations and Fugue on a Theme by Handel, Op. 24"
"Luca Buratto","Italy","20","Semifinal Recital","Theofanidis","Birichino"
"Luca Buratto","Italy","20","Semifinal Recital","Debussy","Estampes"
"Luca Buratto","Italy","20","Semifinal Recital","Prokofiev","Sonata No.7 in B-flat Major, Op.83"
"Luca Buratto","Italy","20","Semifinal Chamber","Brahms","Piano Quintet in F Minor, Op.34"
"Luca Buratto","Italy","20","Final Concerti","Beethoven","Piano Concerto No.5 in E-flat Major, Op.73"
"Luca Buratto","Italy","20","Final Concerti","Prokofiev","Piano Concerto No.3 in C Major, Op.26"
"Sean Chen","United States","24","Preliminary Recital 1","Bach","French Suite No. 5 in G Major, BWV 816"
"Sean Chen","United States","24","Preliminary Recital 1","Bartók","Three Études, Op. 18"
"Sean Chen","United States","24","Preliminary Recital 1","Chopin","Three Mazurkas, Op. 59"
"Sean Chen","United States","24","Preliminary Recital 1","Scriabin","Sonata No. 5, Op. 53"
"Sean Chen","United States","24","Preliminary Recital 2","Beethoven","Sonata No. 29 in B-flat Major, Op. 106 (""Hammerklavier"")"
"Sean Chen","United States","24","Semifinal Recital","Ligeti","Étude No. 8: L’escalier du diable"
"Sean Chen","United States","24","Semifinal Recital","Brahms","Variations on an Original Theme, Op. 21, No. 1"
"Sean Chen","United States","24","Semifinal Recital","Ravel","Valses nobles et sentimentales"
"Sean Chen","United States","24","Semifinal Recital","Theofanidis","Birichino"
"Sean Chen","United States","24","Semifinal Recital","Stravinsky","Trois mouvements de Pétrouchka"
"Sean Chen","United States","24","Semifinal Chamber","Brahms","Piano Quintet in F Minor, Op. 34"
"Sean Chen","United States","24","Final Concerti","Beethoven","Piano Concerto No. 5 in E-flat Major, Op.73"
"Sean Chen","United States","24","Final Concerti","Rachmaninov","Piano Concerto No.3 in D Minor, Op.30"
"Alexey Chernov","Russia","30","Preliminary Recital 1","Bach","Toccata in G Minor, BWV 915"
"Alexey Chernov","Russia","30","Preliminary Recital 1","Scriabin","Three Études, Op. 65"
"Alexey Chernov","Russia","30","Preliminary Recital 1","Ravel","Gaspard de la nuit"
"Alexey Chernov","Russia","30","Preliminary Recital 2","Beethoven","Sonata No. 32 in C Minor, Op. 111"
"Alexey Chernov","Russia","30","Preliminary Recital 2","Ligeti","Étude No. 6: Automne à Varsovie"
"Alexey Chernov","Russia","30","Preliminary Recital 2","Grieg","Waltz in A Minor, Op.12, No.2"
"Alexey Chernov","Russia","30","Preliminary Recital 2","Grieg","Waltz in E Minor, Op.38, No.7"
"Alexey Chernov","Russia","30","Preliminary Recital 2","Liszt","Mephisto Waltz No.1"
"Alexey Chernov","Russia","30","Semifinal Recital","Theofanidis","Birichino"
"Alexey Chernov","Russia","30","Semifinal Recital","Bartók","Étude, Op.18, No.3"
"Alexey Chernov","Russia","30","Semifinal Recital","Scriabin","Sonata No.5, Op.53"
"Alexey Chernov","Russia","30","Semifinal Recital","Purcell","Suite in C Major, Z.666"
"Alexey Chernov","Russia","30","Semifinal Recital","Schumann","Symphonic Études, Op.13"
"Alexey Chernov","Russia","30","Semifinal Chamber","Dvořák","Piano Quintet in A Major, Op.81"
"Alexey Chernov","Russia","30","Final Concerti","Beethoven","Piano Concerto No.4 in G Major, Op.58"
"Alexey Chernov","Russia","30","Final Concerti","Rachmaninov","Piano Concerto No.3 in D Minor, Op.30"
"Sara Daneshpour","United States","26","Preliminary Recital 1","Schumann","Variations on the Name ""Abegg,"" Op. 1"
"Sara Daneshpour","United States","26","Preliminary Recital 1","Chopin","Scherzo No. 4 in E Major, Op. 54"
"Sara Daneshpour","United States","26","Preliminary Recital 1","Rachmaninov","Étude-tableaux: Op. 39, No. 1 (C Minor), No. 2 (A Minor), No. 3 (F-sharp Minor), No. 6 (A Minor); Op. 33, No. 6 (E-flat Minor)"
"Sara Daneshpour","United States","26","Preliminary Recital 2","Haydn","Sonata in F Major, Hob. XVI:23"
"Sara Daneshpour","United States","26","Preliminary Recital 2","Granados","El amor y la muerte (fromGoyescas)"
"Sara Daneshpour","United States","26","Preliminary Recital 2","Prokofiev","Sonata No.7 in B-flat Major, Op.83"
"Sara Daneshpour","United States","26","Semifinal Recital","Scarlatti","Sonata in B Minor, K.27; Sonata in A Major, K.212"
"Sara Daneshpour","United States","26","Semifinal Recital","Rachmaninov","Variations on a Theme of Corelli, Op.42"
"Sara Daneshpour","United States","26","Semifinal Recital","Theofanidis","Birichino"
"Sara Daneshpour","United States","26","Semifinal Recital","Franck","Prelude, Chorale and Fugue"
"Sara Daneshpour","United States","26","Semifinal Recital","Prokofiev","Toccata, Op.11"
"Sara Daneshpour","United States","26","Semifinal Chamber","Schumann","Piano Quintet in E-flat Major, Op.44"
"Sara Daneshpour","United States","26","Final Concerti","Mozart","Piano Concerto No.20 in D Minor, K.466"
"Sara Daneshpour","United States","26","Final Concerti","Chopin","Piano Concerto No.1 in E Minor, Op.11"
"Alessandro Deljavan","Italy","26","Preliminary Recital 1","Bach","Partita No. 5 in G Major, BWV 829"
"Alessandro Deljavan","Italy","26","Preliminary Recital 1","Chopin","Twelve Études, Op. 25"
"Alessandro Deljavan","Italy","26","Preliminary Recital 2","Mozart","Variations on Gluck’s “Unser dummer Pöbel meint,” K. 455"
"Alessandro Deljavan","Italy","26","Preliminary Recital 2","Schumann","Fantasy in C Major, Op. 17"
"Alessandro Deljavan","Italy","26","Preliminary Recital 2","Schubert","Variation on a Waltz by Diabelli, D. 718"
"Alessandro Deljavan","Italy","26","Semifinal Recital","Soler","Sonata in F-sharp Major, R.90"
"Alessandro Deljavan","Italy","26","Semifinal Recital","Soler","Sonata in F Major, R.89"
"Alessandro Deljavan","Italy","26","Semifinal Recital","Mendelssohn","Variations sérieuses, Op.54"
"Alessandro Deljavan","Italy","26","Semifinal Recital","Theofanidis","Birichino"
